49.3451932,-123.1497994,West Vancouver,65,school,79
49.3459406,-123.153041,West Vancouver,65,school,79
49.3299977,-123.1523829,West Vancouver,65,school,79
49.3377932,-123.2630981,West Vancouver,384,parking,79
49.3278002,-123.1395422,West Vancouver,1345,fast_food,79
49.3262061,-123.1361153,West Vancouver,1345,fast_food,79
49.3742609,-123.2735244,West Vancouver,189,pub,79
49.3737497,-123.2741383,West Vancouver,1345,fast_food,79
49.3741257,-123.2747392,West Vancouver,1345,fast_food,79
49.3280489,-123.140266,West Vancouver,509,bank,79
49.3378962,-123.1600566,West Vancouver,49,theatre,79
49.3344123,-123.179581,West Vancouver,509,bank,79
49.3260532,-123.140889,West Vancouver,509,bank,79
49.3759628,-123.27161,West Vancouver,37,ferry_terminal,79
49.3256722,-123.1363294,West Vancouver,509,bank,79
49.3255538,-123.1356264,West Vancouver,509,bank,79
49.3249053,-123.136894,West Vancouver,1345,fast_food,79
49.3289487,-123.1529885,West Vancouver,384,parking,79
49.3289725,-123.1531619,West Vancouver,384,parking,79
49.3255643,-123.1386681,West Vancouver,509,bank,79
49.3261057,-123.139919,West Vancouver,384,pharmacy,79
49.3756821,-123.2718149,West Vancouver,37,ferry_terminal,79
49.3760318,-123.2718819,West Vancouver,37,ferry_terminal,79
49.3763279,-123.2710886,West Vancouver,37,ferry_terminal,79
49.3757397,-123.2720776,West Vancouver,37,ferry_terminal,79
49.3762688,-123.2710213,West Vancouver,37,ferry_terminal,79
49.3737474,-123.2738121,West Vancouver,384,pharmacy,79
49.3502843,-123.2540592,West Vancouver,137,atm,79
49.3502729,-123.254023,West Vancouver,509,bank,79
49.3505865,-123.254572,West Vancouver,384,pharmacy,79
49.3506677,-123.2536328,West Vancouver,384,parking,79
49.3738957,-123.274529,West Vancouver,137,atm,79
49.3279251,-123.1394703,West Vancouver,384,pharmacy,79
49.3272562,-123.1576309,West Vancouver,384,parking,79
49.3438344,-123.2035913,West Vancouver,384,parking,79
49.3186513,-123.1262771,West Vancouver,65,school,79
49.3287444,-123.1607115,West Vancouver,509,bank,79
49.3287546,-123.1596691,West Vancouver,509,bank,79
49.3291567,-123.159159,West Vancouver,384,pharmacy,79
49.3285025,-123.160554,West Vancouver,509,bank,79
49.3279182,-123.1604805,West Vancouver,509,bank,79
49.3281295,-123.1621182,West Vancouver,384,pharmacy,79
49.3284936,-123.1615997,West Vancouver,1345,fast_food,79
49.3287355,-123.162162,West Vancouver,509,bank,79
49.3281621,-123.1617885,West Vancouver,1345,fast_food,79
49.3284308,-123.1586967,West Vancouver,509,bank,79
49.3287049,-123.1584605,West Vancouver,384,pharmacy,79
49.3283473,-123.1579549,West Vancouver,509,bank,79
49.3285372,-123.1566255,West Vancouver,1345,fast_food,79
49.3278139,-123.1546842,West Vancouver,509,bank,79
49.3283906,-123.1561992,West Vancouver,384,pharmacy,79
49.3737353,-123.2746745,West Vancouver,1345,fast_food,79
49.3251881,-123.1340203,West Vancouver,386,dentist,79
49.3274332,-123.151991,West Vancouver,509,bank,79
49.3280098,-123.1539437,West Vancouver,1345,fast_food,79
49.3252612,-123.133669,West Vancouver,509,bank,79
49.3276293,-123.136203,West Vancouver,509,bank,79
49.3276251,-123.1356526,West Vancouver,386,dentist,79
49.3275952,-123.1564278,West Vancouver,509,bank,79
49.3250044,-123.1364242,West Vancouver,1345,fast_food,79
49.3250041,-123.1363632,West Vancouver,1345,fast_food,79
49.3250061,-123.1362827,West Vancouver,1345,fast_food,79
49.3250647,-123.1362282,West Vancouver,1345,fast_food,79
49.3250943,-123.1362265,West Vancouver,1345,fast_food,79
49.3251225,-123.1362268,West Vancouver,1345,fast_food,79
49.3251489,-123.1362279,West Vancouver,1345,fast_food,79
49.3251786,-123.1362279,West Vancouver,1345,fast_food,79
49.325227,-123.1362027,West Vancouver,1345,fast_food,79
49.3250412,-123.1364007,West Vancouver,1345,fast_food,79
49.325245,-123.1363322,West Vancouver,1345,fast_food,79
49.3286468,-123.1546549,West Vancouver,386,dentist,79
49.3935333,-123.1936526,West Vancouver,384,parking,79
49.3511476,-123.253673,West Vancouver,1345,fast_food,79
49.3258619,-123.143671,West Vancouver,384,pharmacy,79
49.3252622,-123.1426122,West Vancouver,189,pub,79
49.3260032,-123.1436945,West Vancouver,386,dentist,79
49.3261186,-123.1435734,West Vancouver,386,dentist,79
49.3283767,-123.1550199,West Vancouver,189,pub,79
49.376037,-123.2716581,West Vancouver,37,ferry_terminal,79
49.2173052,-122.5914929,Maple Ridge,509,bank,60
49.2209268,-122.6004664,Maple Ridge,384,pharmacy,60
49.2209307,-122.60016,Maple Ridge,1345,fast_food,60
49.2211526,-122.6631368,Maple Ridge,509,bank,60
49.2191699,-122.658742,Maple Ridge,1345,fast_food,60
49.2185304,-122.65417,Maple Ridge,1345,fast_food,60
49.2183839,-122.653467,Maple Ridge,1345,fast_food,60
49.2185535,-122.648287,Maple Ridge,509,bank,60
49.2171923,-122.6065734,Maple Ridge,1345,fast_food,60
49.2163595,-122.6049356,Maple Ridge,1345,fast_food,60
49.2199383,-122.6019137,Maple Ridge,1345,fast_food,60
49.220619,-122.6071964,Maple Ridge,384,pharmacy,60
49.2206364,-122.5575678,Maple Ridge,1345,fast_food,60
49.2203221,-122.6014939,Maple Ridge,386,dentist,60
49.2203328,-122.6011217,Maple Ridge,386,dentist,60
49.2202562,-122.6000011,Maple Ridge,384,pharmacy,60
49.2209188,-122.662326,Maple Ridge,1345,fast_food,60
49.2182528,-122.652715,Maple Ridge,1345,fast_food,60
49.2191749,-122.558181,Maple Ridge,384,pharmacy,60
49.2187081,-122.5578574,Maple Ridge,1345,fast_food,60
