49.3451932,-123.1497994,school,West Vancouver
49.3459406,-123.153041,school,West Vancouver
49.3299977,-123.1523829,school,West Vancouver
49.341975,-123.063321,school,District of North Vancouver
49.3104392,-123.0512011,school,North Vancouver
49.320623,-123.110139,school,District of North Vancouver
49.2814348,-122.7941062,school,Coquitlam
49.3274203,-123.0683895,school,North Vancouver
49.0511663,-122.3039363,school,Abbotsford
49.2888774,-123.1214724,school,Vancouver
49.2448711,-122.7645715,school,Port Coquitlam
49.2827302,-123.115289,school,Vancouver
49.0575414,-122.2736141,school,Abbotsford
49.2835785,-123.1147762,school,Vancouver
49.283615,-123.1147065,school,Vancouver
49.2833602,-123.1145916,school,Vancouver
